기준년도,시군명,읍면동명,관리번호,설치장소명,소재지도로명주소,소재지지번주소,설치일자,높이(m),펼침지름(m),원단,위도,경도,당해년도운영시작일자,당해년도운영종료일자,관리기관명,관리기관전화번호,데이터기준일자
2022,광주시,광남2동,광남2동-30,파크자이13블록 앞 사거리,,경기도 광주시 태전동 124-36,2021-08-17,3.5,4,PE매쉬,37.38209433,127.2331595,2021-05-20,2021-09-30,경기도 광주시,031-760-4499,2022-10-06
2022,광주시,광남2동,광남2동-31,파크자이13블록 앞 사거리,,경기도 광주시 태전동 726,2021-08-17,3.5,4,PE매쉬,37.38207967,127.2336791,2021-05-20,2021-09-30,경기도 광주시,031-760-4499,2022-10-06
2022,광주시,광남2동,광남2동-32,파크자이13블록 앞 사거리,,경기도 광주시 태전동 726,2021-08-17,3.5,4,PE매쉬,37.38094635,127.2339955,2021-05-20,2021-09-30,경기도 광주시,031-760-4499,2022-10-06
2022,양평군,용문면,용문산관광지-1,용문산 야외극장 밑,,경기도 양평군 용문면 신점리 504-2,2020-04-10,3.65,4,매쉬,37.5479336,127.5821512,2022-05-20,2022-09-30,양평군청(문화관광과),031-770-2428,2022-06-02
2022,양평군,용문면,용문산관광지-2,용문산 야외극장 밑,,경기도 양평군 용문면 신점리 504-2,2020-04-10,3.65,4,매쉬,37.5479466,127.5821612,2022-05-20,2022-09-30,양평군청(문화관광과),031-770-2492,2022-06-02
2022,양평군,용문면,용문산관광지-3,용문산관광지 하천 옆,,경기도 양평군 용문면 신점리 515-2,2020-04-10,3.65,4,매쉬,37.5466153,127.581024,2022-05-20,2022-09-30,양평군청(문화관광과),031-770-2492,2022-06-02
2022,양평군,용문면,용문산관광지-4,용문산관광지 하천 옆,,경기도 양평군 용문면 신점리 515-2,2020-04-10,3.65,4,매쉬,37.5464256,127.5812177,2022-05-20,2022-09-30,양평군청(문화관광과),031-770-2492,2022-06-02
2022,양평군,용문면,용문산관광지-5,용문산관광지 하천 옆,,경기도 양평군 용문면 신점리 515-2,2020-04-10,3.65,4,매쉬,37.546372,127.5812585,2022-05-20,2022-09-30,양평군청(문화관광과),031-770-2492,2022-06-02
2022,양평군,양평읍,쉬자파크-1,쉬자파크 발목풀장 밑,경기도 양평군 양평읍 쉬자파크길 263,경기도 양평군 양평읍 백안리 산 68-6,2020-03-24,3.65,4,매쉬,37.5143672,127.530097,2022-05-20,2022-09-30,양평군청(산림과),031-770-2464,2022-06-02
2022,양평군,양평읍,쉬자파크-2,쉬자파크 발목풀장 밑,경기도 양평군 양평읍 쉬자파크길 263,경기도 양평군 양평읍 백안리 산 68-6,2020-03-24,3.65,4,매쉬,37.5143995,127.5301783,2022-05-20,2022-09-30,양평군청(산림과),031-770-2464,2022-06-02
2022,양평군,양평읍,쉬자파크-3,쉬자파크 쉬자정원,,경기도 양평군 양평읍 백안리 산 44-1,2020-03-24,3.65,4,매쉬,37.513738,127.5306985,2022-05-20,2022-09-30,양평군청(산림과),031-770-2464,2022-06-02
2022,양평군,양평읍,쉬자파크-4,쉬자파크 쉬자정원,,경기도 양평군 양평읍 백안리 산 44-1,2020-03-24,3.65,4,매쉬,37.5137519,127.5306986,2022-05-20,2022-09-30,양평군청(산림과),031-770-2464,2022-06-02
2022,양평군,양서면,양서면-2,양서문화체육공원 사거리 앞,,경기도 양평군 양서면 용담리 535-13,2020-05-07,3.65,4,매쉬,37.541719,127.3232948,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,양서면,양서면-3,두물머리 입구,,경기도 양평군 양서면 양수리 1100-2,2020-05-07,3.65,4,매쉬,37.5109178,127.3995942,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,양서면,양서면-4,양평전자과학고등학교입구,,경기도 양평군 양서면 국수리 331-17,2020-05-07,3.65,4,매쉬,37.5107281,127.3997037,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,강하면,강하면-1,강하체육공원 벤치,,경기도 양평군 강하면 운심리 28-2,2021-06-25,3.65,4,매쉬,37.4966258,127.4121981,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,고양시,효자동,효자동-003,푸르지오 앞 #2,,경기도 고양시 덕양구 지축동 676-7,2020-06-15,3.6,5,메쉬,37.64972107,126.9150631,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,효자동,효자동-004,푸르지오 앞 #3,,경기도 고양시 덕양구 지축동 675-8,2021-06-16,3.7,5,메쉬,37.65010833,126.9148587,,,덕양구 전건설과,031-8075-5313,2022-05-31
2022,고양시,효자동,효자동-005,푸르지오 앞 #4,,경기도 고양시 덕양구 지축동 675-7,2021-06-16,3.7,5,메쉬,37.65005438,126.9150061,,,덕양구 전건설과,031-8075-5313,2022-05-31
2022,고양시,효자동,효자동-007,유보라 103동 건너편,,경기도 고양시 덕양구 지축동 660-4,2021-06-16,5,4,메쉬,37.65016125,126.9133402,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,효자동,효자동-008,한림풀에버 입구 #1,,경기도 고양시 덕양구 지축동 624-4,2021-06-16,4,4,메쉬,37.65252025,126.9113316,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,효자동,효자동-009,유보라입구 #1,,경기도 고양시 덕양구 지축동 626-4,2021-06-16,4,4,메쉬,37.65238517,126.9114224,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,효자동,효자동-011,유보라 입구 #2,,경기도 고양시 덕양구 지축동 626-4,2021-06-16,4,4,메쉬,37.65238517,126.9114224,,,안전건설과,031-8075-5313,2022-05-31
2022,화성시,매송면,43,매송면 야목리 1300-3번지 일원,,경기도 화성시 매송면 야목리 275-8,,,,,37.26532143,126.8780154,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,44,남양리 1791-19번지 일원,,경기도 화성시 남양읍 남양리 1791-15,,,,,37.20160397,126.8245258,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,45,남양리 1791-19번지 일원,,경기도 화성시 남양읍 남양리 1791-16,,,,,37.20129811,126.8248532,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,46,남양리 1791-19번지 일원,,경기도 화성시 남양읍 남양리 2081-1,,,,,37.20101992,126.8256085,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,47,남양리 1791-19번지 일원,,경기도 화성시 남양읍 남양리 2081,,,,,37.20268425,126.8238812,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,48,남양읍 남양리 1172-41번지 일원,,경기도 화성시 남양읍 남양리 1172-41,,,,,37.2076559,126.8166936,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,49,남양읍 남양리 1172-41번지 일원,,경기도 화성시 남양읍 남양리 1172-41,,,,,37.2076559,126.8166936,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,50,남양읍 남양리 1532-2번지 일원,,경기도 화성시 남양읍 남양리 1532-2,,,,,37.20915855,126.8333062,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,51,남양읍 남양리 1762-9번지 일원,,경기도 화성시 남양읍 남양리 2082,,,,,37.20429891,126.8250827,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,52,남양읍 남양리 2144-3번지 일원(화성시청 후문),,경기도 화성시 남양읍 남양리 2144-3번지,,,,,37.19982619,126.8287426,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,54,남양읍 남양리 1852-62(화성시청 정문 맞은편),,경기도 화성시 남양읍 남양리 1852-62,,,,,37.19743853,126.8288044,,,화성시청 안전정책과,,2022-06-03
2022,화성시,남양읍,55,남양읍 남양리 1852-63(화성시청 정문 맞은편),,경기도 화성시 남양읍 남양리 1853-7,,,,,37.19765526,126.8291306,,,화성시청 안전정책과,,2022-06-03
2022,화성시,정남면,56,정남면 발산리 250번지 일원,,경기도 화성시 정남면 발산리 47,,,,,37.16328117,126.9909255,,,화성시청 안전정책과,,2022-06-03
2022,화성시,정남면,57,정남면 발산리 250번지 일원,,경기도 화성시 정남면 발산리 250-1,,,,,37.16492023,126.9843727,,,화성시청 안전정책과,,2022-06-03
2022,화성시,진안동,59,진안동914-1 국민은행 사거리(롯데리아앞),,경기도 화성시 진안동 930,,,,,37.21422031,127.0415807,,,화성시청 안전정책과,,2022-06-03
2022,화성시,진안동,60,진안동504-1 화남아파트 사거리(감자탕 앞),경기도 화성시 병점중앙로 165-1,경기도 화성시 진안동 505-4번지,,,,,37.21205012,127.0373324,,,화성시청 안전정책과,,2022-06-03
2022,화성시,진안동,62,기산동 48-2 태안농협 기산지점 앞 교통섬,경기도 화성시 효행로 1161,경기도 화성시 기산동 48-2번지,,,,,37.21496396,127.0528359,,,화성시청 안전정책과,,2022-06-03
2022,화성시,병점1동,64,병점동348-28(동부출장소 대각선 맞은 편 원룸주택(청담A) 앞 횡단보도),,경기도 화성시 병점동 348-28,,,,,37.20791458,127.0365645,,,화성시청 안전정책과,,2022-06-03
2022,화성시,병점2동,65,병점동 843-21번지 병점도서관 앞 횡단보도,경기도 화성시 효행로 1076-1,경기도 화성시 병점동 843-21번지,,,,,37.21229935,127.0466155,,,화성시청 안전정책과,,2022-06-03
2022,화성시,병점2동,66,병점동 파리바게트 앞(병점동 844-7건물 앞),,경기도 화성시 병점동 843-13,,,,,37.21504676,127.0485887,,,화성시청 안전정책과,,2022-06-03
2022,화성시,병점2동,67,병점동 843번지 병점2동 주민센터 앞 횡단보도,,경기도 화성시 병점동 843,,,,,37.21096669,127.0441701,,,화성시청 안전정책과,,2022-06-03
2022,화성시,병점2동,69,안화중학교 앞 507동,,경기도 화성시 병점동 843-11,,,,,37.20949695,127.047087,,,화성시청 안전정책과,,2022-06-03
2022,양평군,양평읍,양평읍-3,양평중학교 건너편 카센터 앞 횡단보도,,경기도 양평군 양평읍 공흥리 721-1,2018-08-22,3.65,4,매쉬,37.495057,127.4963913,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,양평읍,양평읍-4,양근교 앞 택시정류장 횡단보도,,경기도 양평군 양평읍 양근리 403-17,2019-03-25,3.3,5,매쉬,37.4919571,127.4896668,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,양평읍,양평읍-5,양평동초교 앞 횡단보도,,경기도 양평군 양평읍 도곡리 853-9,2019-07-30,3.65,4,매쉬,37.4901678,127.5088038,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,양평읍,양평읍-6,양평동초교 앞 횡단보도(건너편),,경기도 양평군 양평읍 백안리 501-2,2019-07-30,3.65,4,매쉬,37.4904156,127.5087162,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,옥천면,옥천면-1,사나사 입구 관리사무소 앞,경기도 양평군 옥천면 사나사길 204,경기도 양평군 옥천면 용천리 319-7,2018-08-22,3.65,4,매쉬,37.529797,127.5002567,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,양동면,양동면-1,양동역 앞 버스정류장 옆,경기도 양평군 양동면 양동시장길 2-1,경기도 양평군 양동면 쌍학리 223-4,2019-07-30,3.65,4,매쉬,37.4203632,127.7522407,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,용문면,용문면-1,다문초등학교 앞 횡단보도,,경기도 양평군 용문면 다문리 626-2,2018-08-22,3.65,4,매쉬,37.4852436,127.5911507,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,용문면,용문면-3,용문역 앞 버스승강장,,경기도 양평군 용문면 다문리 748-8,2019-07-30,3.65,4,매쉬,37.4826455,127.5942727,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,용문면,용문면-4,용문고등학교 앞 횡단보도,,경기도 양평군 용문면 마룡리 659-2,2019-08-07,3.65,4,매쉬,37.4897179,127.5990703,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,고양시,송산동,송산동-009,가좌고등학교 사거리#1,"경기도 고양시 일산서구 가좌2로 53   (가좌동, 가좌마을3단지아파트)",경기도 고양시 일산서구 가좌동 1088번지 가좌마을3단지아파트,2020-06-15,3.4,3,메쉬,37.68966679,126.7200004,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-014,덕이중학교 삼거리 #2,,경기도 고양시 일산서구 덕이동 338-2,2021-05-28,3.4,4,메쉬,37.70337668,126.753433,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,원신동,원신동-017,신원마을2단지 201동 앞,"경기도 고양시 덕양구 오금2로 26   (신원동, 신원마을엘에이치2단지)",경기도 고양시 덕양구 신원동 611번지 신원마을엘에이치2단지,2021-06-16,3.4,3,메쉬,37.66728338,126.8907902,,,덕양구 안전건설과,031-8075-5313,2022-05-31
2022,고양시,장항1동,장항1동-014,문화119안전센터 앞,경기도 고양시 일산동구 태극로 7,경기도 고양시 일산동구 장항동 1758번지,2021-06-15,3.6,4,메쉬,37.66378175,126.750714,,,안전건설과,031-8075-6294,2022-05-31
2022,고양시,송산동,송산동-025,신우종합중고주방 앞,,경기도 고양시 일산서구 가좌동 648-16,2021-06-14,3.4,3,메쉬,37.69360148,126.7140545,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-029,"구정마루, 반품마트 맞은편",,경기도 고양시 일산서구 덕이동 598-5,2021-06-14,3.6,4,메쉬,37.69720695,126.7459022,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,효자동,효자동-017,한림풀에버 104동 앞,,경기도 고양시 덕양구 지축동 613-1,2021-06-16,4,4,메쉬,37.65305295,126.9128041,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,효자동,효자동-021,푹한산파크뷰아파트 101동 앞,,경기도 고양시 덕양구 지축동 533-9,2021-06-16,4,4,메쉬,37.65240922,126.9195587,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,삼송동,삼송동-004,삼송역 교차로 #4,,경기도 고양시 덕양구 삼송동 20-25,2019-05-29,3.7,5,메쉬,37.65352449,126.8949443,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,삼송동,삼송동-019,기아자동차 앞,경기도 고양시 덕양구 삼송로 130,경기도 고양시 덕양구 삼송동 312번지,2021-06-16,3.6,4,메쉬,37.65197616,126.8885347,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,고양동,고양동-005,중부대입구,,경기도 고양시 덕양구 대자동 607-1,2020-06-15,3.6,5,메쉬,37.71104469,126.8881698,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,관산동,관산동-001,아래내유리 정류소 옆 교통섬,,경기도 고양시 덕양구 내유동 989,2020-06-15,3.4,3,메쉬,37.72671098,126.8476165,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,삼송동,삼송동-007,삼송마을 19단지 앞 교차로#2,,경기도 고양시 덕양구 삼송동 248-4,2019-05-29,3.7,5,메쉬,37.64999682,126.8807057,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,삼송동,삼송동-008,삼송도서관 사거리#1,"경기도 고양시 덕양구 덕수천1로 59   (삼송동, 삼송스타클래스)",경기도 고양시 덕양구 삼송동 331번지 삼송스타클래스,2020-06-15,3.4,3,메쉬,37.64855708,126.8827588,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,삼송동,삼송동-009,삼송도서관 사거리#2,경기도 고양시 덕양구 덕수천1로 73,경기도 고양시 덕양구 삼송동 321번지,2020-06-15,3.4,3,메쉬,37.6488654,126.884842,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,삼송동,삼송동-010,국민은행 사거리#1,,경기도 고양시 덕양구 삼송동 104-15,2020-06-15,3.4,3,메쉬,37.65210303,126.8876146,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,삼송동,삼송동-012,삼송동 지하차도 위 교통섬#1,,경기도 고양시 덕양구 지축동 786-40,2020-06-15,3.6,5,메쉬,37.65374318,126.897675,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,삼송동,삼송동-013,삼송동 지하차도 위 교통섬#2,,경기도 고양시 덕양구 지축동 843-5,2020-06-15,3.6,5,메쉬,37.65385169,126.8981168,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,삼송동,삼송동-014,숲속의 삼송주택 부근 주유소 앞,,경기도 고양시 덕양구 삼송동 산 8-5,2020-06-15,3.6,5,메쉬,37.65671611,126.8973648,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,삼송동,삼송동-016,삼송역 현대헤리엇 상가 앞 교통섬(지축차량기지앞교차로),경기도 고양시 덕양구 삼송로 222,경기도 고양시 덕양구 삼송동 293번지 삼송역 현대 헤리엇,2021-06-16,3.6,5,메쉬,37.65289638,126.8992288,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,삼송동,삼송동-018,삼송2차아이파크아파트 2009동 앞,,경기도 고양시 덕양구 삼송동 310,2021-06-16,3.6,4,메쉬,37.65140836,126.8866752,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,관산동,관산동-002,벽제시장 정류소 옆,,경기도 고양시 덕양구 관산동 184-1,2020-06-15,3.6,5,메쉬,37.68720926,126.8665639,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,관산동,관산동-003,고골 교차로(교통섬),,경기도 고양시 덕양구 관산동 685-99,2021-06-16,3.4,3,메쉬,37.70976617,126.8563954,,,덕양구 안전건설과,031-8075-5313,2022-05-31
2022,고양시,일산3동,일산3동-008,일산교사거리,경기도 고양시 일산서구 경의로 592-1,경기도 고양시 일산서구 일산동 1412번지,2021-05-28,3.7,5,메쉬,37.67863922,126.7773051,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,일산3동,일산3동-009,후곡2단지 삼거리,,경기도 고양시 일산서구 일산동 1045,2021-05-28,3.7,5,메쉬,37.68310184,126.7649622,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,일산3동,일산3동-010,티월드 앞,경기도 고양시 일산서구 후곡로 19,경기도 고양시 일산서구 일산동 1054-5번지,2021-05-28,3.4,4,메쉬,37.67935463,126.7632814,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,일산3동,일산3동-011,봄날초이스의원 앞,경기도 고양시 일산서구 일산로 553,경기도 고양시 일산서구 일산동 1394번지,2021-05-28,3.7,4,메쉬,37.6780504,126.7666056,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,일산3동,일산3동-012,레포마수학 앞,경기도 고양시 일산서구 일산로 553,경기도 고양시 일산서구 일산동 1394번지,2021-05-28,3.4,3,메쉬,37.6780504,126.7666056,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,일산3동,일산3동-014,GS25편의점 앞,경기도 고양시 일산서구 일산로 523,경기도 고양시 일산서구 일산동 1082-2번지,2021-05-28,3.4,3,메쉬,37.67668878,126.7694087,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,탄현동,탄현동-001,탄현마을 입구 사거리,,경기도 고양시 일산서구 탄현동 1528,2019-07-19,3.4,3,메쉬,37.69273952,126.7681514,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,탄현동,탄현동-002,탄현1단지 삼거리(301동 앞),,경기도 고양시 일산서구 탄현동 1523,2020-06-15,3.4,3,메쉬,37.69440608,126.7680441,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,탄현동,탄현동-004,일산 제니스 지하차도 앞,,경기도 고양시 일산서구 탄현동 1485-1,2020-06-15,3.4,3,메쉬,37.69251757,126.7652949,,,시민안전과,031-8075-2992,2022-05-31
2022,고양시,탄현동,탄현동-005,탄현16단지 사거리#1,,경기도 고양시 일산서구 탄현동 1487-1,2020-06-15,3.4,3,메쉬,37.69279197,126.7673462,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,탄현동,탄현동-006,탄현16단지 사거리#2,,경기도 고양시 일산서구 탄현동 1506,2020-06-15,3.4,3,메쉬,37.69303834,126.7689101,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,주엽2동,주엽2동-002,장촌공원사거리 #3,,경기도 고양시 일산서구 주엽동 166,2019-05-29,3.7,5,메쉬,37.66973352,126.7626395,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,주엽2동,주엽2동-003,주엽역사거리#1,,경기도 고양시 일산서구 주엽동 166,2019-05-29,3.7,5,메쉬,37.66973352,126.7626395,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,주엽2동,주엽2동-004,주엽역사거리#2,,경기도 고양시 일산서구 주엽동 178,2019-05-29,3.7,5,메쉬,37.66938136,126.7567658,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,주엽2동,주엽2동-005,롯데마트 앞,,경기도 고양시 일산서구 주엽동 16,2020-06-15,3.4,3,메쉬,37.67314807,126.7566638,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,주엽2동,주엽2동-007,강선공원입구,경기도 고양시 일산서구 강성로 124,경기도 고양시 일산서구 주엽동 78번지,2020-06-15,3.4,3,메쉬,37.67117207,126.7620696,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,탄현동,탄현동-008,탄현8단지 삼거리,,경기도 고양시 일산서구 탄현동 133-8,2020-06-15,3.6,5,메쉬,37.69929357,126.7656815,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,탄현동,탄현동-009,탄현마을입구 사거리 #2(국민은행 앞),,경기도 고양시 일산서구 탄현동 1525-3,2020-06-15,3.6,4,메쉬,37.69264923,126.7635711,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,고양시,일산1동,일산1동-002,동양아파트 101동 앞 횡단보도,"경기도 고양시 일산서구 고양대로 633   (일산동, 동양아파트)",경기도 고양시 일산서구 일산동 955-2번지 동양아파트,2020-06-15,3.4,3,메쉬,37.68565004,126.7683001,,,일산서구 안전건설과,031-8075-7333,2022-05-31
2022,양평군,양동면,양동면-2,의병교 삼거리,,경기도 양평군 양동면 쌍학리 750-17,2021-04-20,3.65,3,매쉬,37.4198799,127.7522407,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,양평군,용문면,용문면-5,용문고등학교 후문 버스승강장,,경기도 양평군 용문면 마룡리 311-6,2021-04-20,3.65,5,매쉬,37.4924898,127.6004,2022-05-20,2022-09-30,양평군청(안전총괄과),031-770-2428,2022-06-02
2022,고양시,삼송동,삼송동-011,국민은행 사거리#2,,경기도 고양시 덕양구 삼송동 104-5,2020-06-15,3.6,4,메쉬,37.65224767,126.888113,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,관산동,관산동-004,오일장터 앞,,경기도 고양시 덕양구 관산동 231-25,2021-06-16,3.6,4,메쉬,37.68796326,126.8641477,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,능곡동,능곡동-001,능곡삼거리(금호아파트 앞 GS편의점),,경기도 고양시 덕양구 토당동 282-15,2020-06-15,3.6,5,메쉬,37.62505588,126.8170168,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,화정1동,화정1동-001,덕양구청앞#1,,경기도 고양시 덕양구 화정동 1017,2019-05-29,3.7,5,메쉬,37.63819314,126.8295714,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,화정1동,화정1동-002,덕양구청앞#2,경기도 고양시 덕양구 화중로 126,경기도 고양시 덕양구 화정동 902-5번지,2019-05-29,3.7,5,메쉬,37.63824819,126.8318967,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,화정1동,화정1동-003,화정역문화광장#1,경기도 고양시 덕양구 화정로 지하 60,경기도 고양시 덕양구 화정동 1098번지,2019-05-29,3.7,5,메쉬,37.63450276,126.8326216,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,화정1동,화정1동-004,화정역문화광장#2,경기도 고양시 덕양구 화정로 지하 60,경기도 고양시 덕양구 화정동 1098번지,2019-05-29,3.7,5,메쉬,37.63450276,126.8326216,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,화정1동,화정1동-006,화정역앞#1,,경기도 고양시 덕양구 화정동 1097,2019-05-29,3.7,5,메쉬,37.63633044,126.8311505,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,화정1동,화정1동-007,화정1동 센터 앞 사거리#1,,경기도 고양시 덕양구 화정동 856,2019-05-29,3.4,3,메쉬,37.64488513,126.8342581,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,화정1동,화정1동-008,화정1동 센터 앞 사거리#2,,경기도 고양시 덕양구 화정동 1039,2019-05-29,3.7,5,메쉬,37.64399622,126.8364016,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,화정1동,화정1동-009,토토판매점#1,,경기도 고양시 덕양구 화정동 912,2020-06-15,3.4,3,메쉬,37.63988172,126.8321507,,,덕양구 안전건설과,031-8075-5335,2022-05-31
2022,고양시,송산동,송산동-020,스마트폰도매센터 앞,,경기도 고양시 일산서구 덕이동 산 143-4,2021-06-14,3.6,4,메쉬,37.69893435,126.7531531,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-021,한복맞춤대여 앞(송산동행정복지센터사거리),경기도 고양시 일산서구 탄중로 69,경기도 고양시 일산서구 덕이동 428-4번지,2021-06-14,3.6,4,메쉬,37.69090769,126.7529591,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-022,한복맞춤대여 맞은편(송산동행정복지센터사거리),,경기도 고양시 일산서구 덕이동 485-1,2021-06-14,3.6,4,메쉬,37.69048294,126.752966,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-023,,,경기도 고양시 일산서구 가좌동 618-35,2021-06-14,3.4,3,메쉬,37.69384549,126.7143597,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-024,대지공인중개사사무소 앞,,경기도 고양시 일산서구 가좌동 618-35,2021-06-14,3.4,3,메쉬,37.69384549,126.7143597,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-026,,,경기도 고양시 일산서구 가좌동 652-6,2021-06-14,3.4,3,메쉬,37.6935395,126.714497,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-027,"구정마루, 반품마트 맞은편",,경기도 고양시 일산서구 덕이동 598-5,2021-06-14,3.6,4,메쉬,37.69720695,126.7459022,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-028,"구정마루, 반품마트 앞",,경기도 고양시 일산서구 덕이동 598-5,2021-06-14,3.6,4,메쉬,37.69720695,126.7459022,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,송산동,송산동-030,"구정마루, 반품마트 대각선",,경기도 고양시 일산서구 덕이동 598-5,2021-06-14,3.6,4,메쉬,37.69720695,126.7459022,,,안전건설과,031-8075-7333,2022-05-31
2022,고양시,효자동,효자동-015,한림풀에버 101동 앞,,경기도 고양시 덕양구 지축동 628-5,2021-06-16,5,4,메쉬,37.65143861,126.910721,,,안전건설과,031-8075-5313,2022-05-31
2022,고양시,효자동,효자동-016,유보라 104동 앞,,경기도 고양시 덕양구 지축동 649-1,2021-06-16,4,4,메쉬,37.65269275,126.9130539,,,안전건설과,031-8075-5313,2022-05-31
