ÀÏ½Ã,ÁöÁ¡,Æø¿°¿©ºÎ(O/X),ÃÖ°íÃ¼°¨¿Âµµ(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),Æø¿°Æ¯º¸(O/X),Æø¿°¿µÇâ¿¹º¸(´Ü°è),¿­´ë¾ß(O/X),ÀÚ¿Ü¼±Áö¼ö(´Ü°è)
2020-07-09,¹Ð¾ç(288),X,30.7,30.4,24.4,20.6,77.9,X,°ü½É,X,³·À½
2020-07-09,»êÃ»(289),X,29.1,27.5,22.5,18.4,88.6,X,°ü½É,X,³·À½
2020-07-09,°ÅÁ¦(294),X,26.7,24.1,21.3,20.4,92.3,X,°ü½É,X,³·À½
2020-07-09,³²ÇØ(295),X,27.7,25.4,22,19.2,92.5,X, ,X,³·À½
2020-07-09,ºÎÃµ(433),X,,32.5,26,19.8,,X,°ü½É,X,³·À½
2020-07-09,¾È¾ç(434),X,,32,27.3,20.9,,X,°ü½É,X,³·À½
2020-07-09,±¤¸í(437),X,,33.9,27.5,20.8,,X,°ü½É,X,³·À½
2020-07-09,±ºÆ÷(438),X,,33.5,26.9,20.1,,X,°ü½É,X,³·À½
2020-07-09,±èÆ÷(441),X,,32.3,25.6,19.3,,X,°ü½É,X,³·À½
2020-07-09,ÇÏ³²(444),X,,33.6,26.1,19.8,,X,°ü½É,X,³·À½
2020-07-09,ÀÇ¿Õ(445),X,,30.9,24.9,18.4,,X,°ü½É,X,³·À½
2020-07-09,Æ÷Ãµ(504),X,31.3,32.8,26.1,19.7,63,X,°ü½É,X,³·À½
2020-07-09,°¡ÆòÁ¶Á¾(505),X,31.5,31.6,24.7,17.8,76,X,°ü½É,X,³·À½
2020-07-09,¾È¼º(516),X,32.3,33.1,26.8,20.3,68,X,°ü½É,X,³·À½
2020-07-09,°£¼º(517),X,27.8,25,22.2,19.9,94,X, ,X,³·À½
2020-07-09,ÆòÃ¢(526),X,31.1,32.2,25.3,19.6,65,X,°ü½É,X,³·À½
2020-07-09,ÀÇÁ¤ºÎ(532),X,32.2,32.1,25.8,20,77,X,°ü½É,X,³·À½
2020-07-09,È¾¼º(536),X,32.7,33.2,25.9,19.5,73,X,°ü½É,X,³·À½
2020-07-09,°í¾ç(540),O,33.5,34.7,26.1,19.3,70,X,°ü½É,X,³·À½
2020-07-09,³²¾çÁÖ(541),X,31.6,33.7,26.8,21,62,X,°ü½É,X,³·À½
2020-07-09,¾È»ê(545),X,32.5,31.8,25,19.5,80,X,°ü½É,X,³·À½
2020-07-09,°æ±â±¤ÁÖ(546),X,31.3,31.8,25.8,19.4,69,X,°ü½É,X,³·À½
2020-07-09,¿©ÁÖ(548),X,32,32.5,25.9,19.5,67,X,°ü½É,X,³·À½
2020-07-09,¿ëÀÎ(549),X,30.9,31.8,24.9,19,66,X,°ü½É,X,³·À½
2020-07-09,¿À»ê(550),X,31.8,32.8,26.5,19.9,63,X,°ü½É,X,³·À½
2020-07-09,ÆòÅÃ(551),X,32.3,32.3,26.2,20.4,72,X,°ü½É,X,³·À½
2020-07-09,È­Ãµ(555),X,32.6,33.4,25.3,17.2,73,X,°ü½É,X,³·À½
2020-07-09,¾ç±¸(556),X,31.8,32.3,25.1,19.9,69,X,°ü½É,X,³·À½
2020-07-09,½ÃÈï(565),X,31.9,32.1,26.2,19.8,71,X,°ü½É,X,³·À½
2020-07-09,±¸¸®(569),X,32.4,34.2,27.4,21.3,59,X,°ü½É,X,³·À½
2020-07-09,È­¼º(571),X,32.7,33.1,26.1,20,72,X,°ü½É,X,³·À½
2020-07-09,¼º³²(572),X,31.3,32.1,26.9,20.5,60,X,°ü½É,X,¸Å¿ì³ôÀ½
2020-07-09,°úÃµ(590),X,32,32.6,26,19.2,69,X,°ü½É,X,³·À½
2020-07-09,¾çÁÖ(598),X,32.2,33.3,26.1,19.7,71,X,°ü½É,X,³·À½
2020-07-09,´Ü¾ç(601),X,32.4,32.4,26.2,19.7,76,X,°ü½É,X,³·À½
2020-07-09,ÁøÃµ(602),X,31.7,32,25.9,19.3,70,X,°ü½É,X,³·À½
2020-07-09,±«»ê(603),X,30.8,31.5,25.8,18.9,69,X,°ü½É,X,³·À½
2020-07-09,¿ÁÃµ(604),X,31.5,31.2,25.7,20,74,X,°ü½É,X,³·À½
2020-07-09,È«ºÏ(608),X,31.4,30.8,24.2,18.3,85,X,°ü½É,X,³·À½
2020-07-09,°øÁÖ(612),X,32,32,25.6,19,74,X,°ü½É,X,³·À½
2020-07-09,¼­Ãµ(614),X,32.7,32.5,25.8,19.9,77,X,°ü½É,X,³·À½
2020-07-09,³í»ê(615),X,32.8,32.9,26.2,19.9,76,X,°ü½É,X,³·À½
2020-07-09,´çÁø(616),X,31.5,31.4,24.2,19.9,80,X,°ü½É,X,³·À½
2020-07-09,Ã»¾ç(618),X,32.1,31.5,24.4,16.8,80,X,°ü½É,X,³·À½
2020-07-09,À½¼º(619),X,30.9,31.3,24.9,18.5,75,X,°ü½É,X,³·À½
2020-07-09,ÁõÆò(623),X,31.5,31.3,26,19.6,72,X,°ü½É,X,³·À½
2020-07-09,ÅÂ¾È(627),X,31.8,30.5,24.6,19.7,82,X,°ü½É,X,³·À½
2020-07-09,¿¹»ê(628),X,32.1,32,25.7,20.4,77,X,°ü½É,X,³·À½
2020-07-09,¾Æ»ê(634),X,31.5,32.3,25.8,20.5,72,X,°ü½É,X,³·À½
2020-07-09,°è·æ(636),X,30.7,30.4,24.6,17.5,74,X,°ü½É,X,³·À½
2020-07-09,¿¬ÃµÃ»»ê(652),X,31.3,32.4,25.4,19.2,74,X,°ü½É,X,³·À½
2020-07-09,¾ç¾ç(670),X,28.5,25.1,22.6,21,96,X, ,X,³·À½
2020-07-09,¹«¾È(699),X,29.7,28.3,24,20.3,82,X,°ü½É,X,³·À½
2020-07-09,¹«ÁÖ(701),X,31.9,30.8,25.1,19.5,82,X,°ü½É,X,³·À½
2020-07-09,ÀÍ»ê(702),O,33.5,33.1,26,19,76,X,°ü½É,X,³·À½
2020-07-09,Áø¾È(703),X,29.2,28.5,24,18.1,76,X,°ü½É,X,³·À½
2020-07-09,´ã¾ç(706),X,32.3,30.7,25.4,19.9,84,X,°ü½É,X,³·À½
2020-07-09,±¸·Ê(709),X,30.6,29.5,24.1,19.4,83,X,°ü½É,X,³·À½
2020-07-09,³ªÁÖ(710),X,31.5,30,24.3,19,84,X,°ü½É,X,³·À½
2020-07-09,¼øÃµ½Ã(712),X,30.6,28.7,23.8,20.3,88,X,°ü½É,X,³·À½
2020-07-09,±¤¾çÀ¾(713),X,29.4,29.3,24.1,19.4,72,X,°ü½É,X,³·À½
2020-07-09,Àå¼º(730),X,31,30.5,25,19.8,77,X, ,X,³·À½
2020-07-09,¿µ¾Ï(731),X,30.3,28.9,24.2,20.2,85,X,°ü½É,X,³·À½
2020-07-09,º¸¼º(732),X,29.3,27.4,22.5,19.3,90,X, ,X,³·À½
2020-07-09,¿ÏÁÖ(734),X,32.3,31.9,25.5,18.9,78,X,°ü½É,X,³·À½
2020-07-09,±èÁ¦(737),X,32.1,31.6,25.1,19.7,81,X,°ü½É,X,³·À½
2020-07-09,È­¼ø(741),X,30.2,29.5,24.2,19.7,74,X,°ü½É,X,³·À½
2020-07-09,ÇÔÆò(754),X,30.6,29.3,24.4,20.1,83,X,°ü½É,X,³·À½
2020-07-09,°î¼º(768),X,31.4,31.3,24.5,19.1,77,X,°ü½É,X,³·À½
2020-07-09,¾ÐÇØµµ(789),X,31.3,29.7,24.3,20.3,86,X, ,X,³·À½
2020-07-09,¿µ¾ç(801),X,29.7,28.6,22.8,17.7,80,X, ,X,³·À½
2020-07-09,¼ºÁÖ(810),X,31.2,30.6,24.4,19.4,76,X,°ü½É,X,³·À½
2020-07-09,°í·É(812),X,30.6,29.7,23.4,18.9,88,X,°ü½É,X,³·À½
2020-07-09,Ã»µµ(813),X,31.6,30.2,24.2,19.3,81,X,°ü½É,X,³·À½
2020-07-09,¿¹Ãµ(815),X,31.6,31.7,25.5,20.4,67,X,°ü½É,X,³·À½
2020-07-09,±èÃµ(822),X,32.5,31.1,25.4,20,83,X,°ü½É,X,³·À½
2020-07-09,±ºÀ§(823),X,31,30.3,25,19.4,75,X,°ü½É,X,³·À½
2020-07-09,Ä¥°î(825),X,31.4,30.7,25.3,20.7,80,X,°ü½É,X,³·À½
2020-07-09,°æ»ê(827),X,30.7,29.9,23.7,20.7,77,X,ÁÖÀÇ,X,³·À½
2020-07-09,»ïÃ´(876),X,27,25,21.8,19.8,84,X, ,X,³·À½
2020-07-09,¼ÓÃÊ(90),X,27.7,25.8,22.7,21.1,86,X, ,X,³·À½
2020-07-09,»ïÃµÆ÷(907),X,29,27.1,22.8,19.2,88,X,°ü½É,X,³·À½
2020-07-09,°í¼º(918),X,28.9,26.9,22.7,19.6,89,X, ,X,³·À½
2020-07-09,Ã¢³ç(919),X,31.3,30,24.3,20.3,84,X,ÁÖÀÇ,X,³·À½
2020-07-09,ÇÔ¾È(920),X,29.7,28.2,23,19.2,91,X,°ü½É,X,³·À½
2020-07-09,ºÏÃáÃµ(93),X,32.3,32.4,26.1,19.8,71.8,O,ÁÖÀÇ,X,¸Å¿ì³ôÀ½
2020-07-09,ÇÏµ¿(932),X,29.7,28.1,23.2,19.6,90,X,ÁÖÀÇ,X,³·À½
2020-07-09,Ã¶¿ø(95),X,31.9,31.7,25,17.9,79.6,X,°ü½É,X,³·À½
2020-07-09,µ¿µÎÃµ(98),X,31.7,32.2,25.7,19.3,73.1,X,°ü½É,X,³·À½
2020-07-09,ÆÄÁÖ(99),X,31.9,30.7,24.6,19.7,84.1,X,°ü½É,X,³·À½
2020-07-10,ºÏ°­¸ª(104),X,26.5,23.4,21,19.9,95.9,X, ,X,º¸Åë
2020-07-10,µ¿ÇØ(106),X,25.7,22.2,20.4,19.6,97.8,X, ,X,³·À½
2020-07-10,¼­¿ï(108),X,28.7,27.7,24.5,22.7,75,X, ,X,º¸Åë
2020-07-10,ÀÎÃµ(112),X,28.7,27.4,24.2,22.1,76.6,X, ,X,º¸Åë
2020-07-10,¿øÁÖ(114),X,28.8,28.5,24.8,22.7,64.1,X, ,X,³·À½
2020-07-10,¿ï¸ªµµ(115),X,25.4,21.7,21.2,20.6,100,X, ,X,³·À½
2020-07-10,¼ö¿ø(119),X,30.6,29.1,25.8,23.1,73.4,X, ,X,³·À½
2020-07-10,¿µ¿ù(121),X,30.2,29.5,23.8,20.8,77.9,X, ,X,³·À½
2020-07-10,ÃæÁÖ(127),X,30.6,29.4,25,22.1,74,X, ,X,³·À½
2020-07-10,¼­»ê(129),X,31.2,30.4,25.5,22.3,73.6,X,°ü½É,X,º¸Åë
2020-07-10,¿ïÁø(130),X,26.4,22.7,21.1,20.1,97.9,X, ,X,³·À½
2020-07-10,Ã»ÁÖ(131),X,30.7,29.7,25.7,22.3,74.5,X, ,X,º¸Åë
2020-07-10,´ëÀü(133),X,31.1,29.2,25.4,22.1,85.5,X,°ü½É,X,º¸Åë
2020-07-10,ÃßÇ³·É(135),X,28.4,26.7,22.2,20.1,86.5,X, ,X,³·À½
2020-07-10,¾Èµ¿(136),X,29.4,27.4,23.8,20.9,83,X, ,X,º¸Åë
2020-07-10,»óÁÖ(137),X,30.5,28.3,23.4,20.7,91.1,X, ,X,³·À½
2020-07-10,Æ÷Ç×(138),X,28.2,25.2,22.3,21.2,95.6,X, ,X,³·À½
2020-07-10,±º»ê(140),X,31,29.3,25.1,22.4,83.9,X, ,X,³·À½
2020-07-10,´ë±¸(143),X,30.1,28.4,24,21,84,X, ,X,º¸Åë
2020-07-10,ÀüÁÖ(146),X,31.8,30.4,25.7,22.5,79.5,X, ,X,º¸Åë
2020-07-10,¿ï»ê(152),X,29.2,25.4,22.5,21,98,X, ,X,º¸Åë
2020-07-10,Ã¢¿ø(155),X,29,26.2,22.9,21.5,92.3,X, ,X,º¸Åë
2020-07-10,±¤ÁÖ(156),X,31.4,28.3,24.7,22,91.3,X,°ü½É,X,º¸Åë
2020-07-10,ºÎ»ê(159),X,28.9,25.9,22.2,20.8,96.5,X, ,X,º¸Åë
2020-07-10,Åë¿µ(162),X,31,27.1,22.9,21.7,99.3,X, ,X,³·À½
2020-07-10,¸ñÆ÷(165),X,28.2,25.1,23.1,21.7,94.6,X, ,X,º¸Åë
2020-07-10,¿©¼ö(168),X,28.6,26,23.1,21.9,96,X, ,X,³·À½
2020-07-10,Èæ»êµµ(169),X,27.9,24.9,21.6,20.6,95.4,X, ,X,³·À½
2020-07-10,¿Ïµµ(170),X,28.6,25.5,23.3,21.7,94.5,X, ,X,³·À½
2020-07-10,°íÃ¢(172),X,31.3,29.5,25.2,22.6,85.4,X,°ü½É,X,³·À½
2020-07-10,Á¦ÁÖ(184),X,31.7,29.8,25.6,21.9,88.3,X, ,X,º¸Åë
2020-07-10,ÁøÁÖ(192),X,31,28.7,23.9,21.7,91.6,X, ,X,³·À½
2020-07-10,¾çÆò(202),X,29.4,28.5,24.6,21.9,73.1,X, ,X,³·À½
2020-07-10,ÀÌÃµ(203),X,30.4,28.8,24,20.9,82.5,X, ,X,³·À½
2020-07-10,ÀÎÁ¦(211),X,26,23.4,21.9,19.7,83.5,X, ,X,³·À½
2020-07-10,È«Ãµ(212),X,28.3,27.2,23,20.7,77.5,X, ,X,³·À½
2020-07-10,ÅÂ¹é(216),X,25.6,22.8,18.9,17.6,97.8,X, ,X,³·À½
2020-07-10,Á¤¼±±º(217),X,30.5,29.6,22.8,18.9,83.3,X, ,X,³·À½
2020-07-10,Á¦Ãµ(221),X,29.7,28.7,23.8,20.2,78,X, ,X,³·À½
2020-07-10,º¸Àº(226),X,29.3,27.5,23.2,20.9,88.1,X, ,X,³·À½
2020-07-10,Ãµ¾È(232),X,30,28.6,24.7,22.1,83.1,X,°ü½É,X,³·À½
2020-07-10,º¸·É(235),X,31.6,30.6,25.9,22.8,78.5,X, ,X,³·À½
2020-07-10,ºÎ¿©(236),X,31.3,30.2,25.4,22.1,82.4,X, ,X,³·À½
2020-07-10,±Ý»ê(238),X,30.5,28.6,24.4,21.3,85.1,X, ,X,³·À½
2020-07-10,¼¼Á¾(239),X,30,28.9,25.1,21.6,77.8,X, ,X,º¸Åë
2020-07-10,ºÎ¾È(243),X,31.6,29.5,25.2,22.4,87.1,X,°ü½É,X,³·À½
2020-07-10,ÀÓ½Ç(244),X,30.6,29.3,24.6,21.1,81.5,X,°ü½É,X,³·À½
2020-07-10,Á¤À¾(245),X,31.2,29.8,24.9,22,81.1,X,°ü½É,X,³·À½
2020-07-10,³²¿ø(247),X,31.7,30.5,25.6,21.5,79.8,X,°ü½É,X,³·À½
2020-07-10,Àå¼ö(248),X,30.4,29.2,23.8,20.5,89.9,X, ,X,³·À½
2020-07-10,¿µ±¤±º(252),X,30.5,29,24.7,22.7,84.9,X,°ü½É,X,³·À½
2020-07-10,±èÇØ½Ã(253),X,29.4,26.6,22.9,21.2,96.9,X, ,X,³·À½
2020-07-10,¼øÃ¢±º(254),X,31.4,30.4,25.1,21.3,82.3,X,°ü½É,X,³·À½
2020-07-10,¾ç»ê½Ã(257),X,30.2,27.5,23.3,21.4,96.5,X,°ü½É,X,³·À½
2020-07-10,°­Áø±º(259),X,29.9,28,24.3,22.4,86.8,X,°ü½É,X,³·À½
2020-07-10,ÀåÈï(260),X,29.7,27.2,24.2,22.3,86.6,X, ,X,³·À½
2020-07-10,ÇØ³²(261),X,29.1,26.3,23.4,21.9,92.1,X, ,X,³·À½
2020-07-10,°íÈï(262),X,29.2,26.6,23.7,21.9,94,X,°ü½É,X,³·À½
2020-07-10,ÀÇ·É±º(263),X,30.3,28.5,24.3,21.7,87.9,X, ,X,³·À½
2020-07-10,ÇÔ¾ç±º(264),X,31.3,30.2,24.6,21.2,83,X,°ü½É,X,³·À½
2020-07-10,Áøµµ±ºASOS(268),X,29.2,26.4,23.4,22,93,X, ,X,³·À½
2020-07-10,ºÀÈ­(271),X,27.9,26.1,22.2,20,86.8,X, ,X,³·À½
2020-07-10,¿µÁÖ(272),X,30,28.5,23.4,20.6,86.6,X, ,X,³·À½
2020-07-10,¹®°æ(273),X,30,27.8,23.2,20.4,90.3,X, ,X,³·À½
2020-07-10,Ã»¼Û±º(276),X,29.5,26.2,22.3,20.1,97.3,X, ,X,³·À½
2020-07-10,¿µ´ö(277),X,27.1,23.6,21.3,20,98.6,X, ,X,³·À½
2020-07-10,ÀÇ¼º(278),X,29.6,27.4,23.6,21,88.9,X, ,X,³·À½
2020-07-10,±¸¹Ì(279),X,30.6,27.5,23.6,20.9,96.3,X, ,X,³·À½
2020-07-10,¿µÃµ(281),X,29.1,26.8,22.7,20.6,90.3,X, ,X,³·À½
2020-07-10,°æÁÖ½Ã(283),X,29.2,26.2,22.4,20.7,96.1,X, ,X,³·À½
2020-07-10,°ÅÃ¢(284),X,30.7,29.6,23.7,20.7,88.1,X,°ü½É,X,³·À½
2020-07-10,ÇÕÃµ(285),X,30.4,28.3,23.7,20.6,91.8,X, ,X,³·À½
2020-07-10,¹Ð¾ç(288),X,29.4,27.2,23.5,21.2,90,X, ,X,³·À½
2020-07-10,»êÃ»(289),X,30.5,28.5,23.9,20.9,88.9,X,°ü½É,X,³·À½
2020-07-10,°ÅÁ¦(294),X,28.4,25.2,22.4,21.2,97,X, ,X,³·À½
2020-07-10,³²ÇØ(295),X,28.9,26.5,23.3,21.6,93.9,X, ,X,³·À½
2020-07-10,ºÎÃµ(433),X,,27.6,23.8,21.5,,X, ,X,³·À½
2020-07-10,¾È¾ç(434),X,,27.8,25.2,23.6,,X, ,X,³·À½
2020-07-10,±¤¸í(437),X,,28.3,25.4,23.1,,X, ,X,³·À½
2020-07-10,±ºÆ÷(438),X,,28.7,25.4,23.1,,X, ,X,³·À½
2020-07-10,±èÆ÷(441),X,,26.9,23.2,21.5,,X, ,X,³·À½
2020-07-10,ÇÏ³²(444),X,,27.3,24.1,21.2,,X, ,X,³·À½
2020-07-10,ÀÇ¿Õ(445),X,,26.2,23.5,21.4,,X, ,X,³·À½
2020-07-10,Æ÷Ãµ(504),X,26.2,24.4,22.5,20.8,76,X, ,X,³·À½
2020-07-10,°¡ÆòÁ¶Á¾(505),X,27.9,25.9,21.8,19.2,88,X, ,X,³·À½
2020-07-10,¾È¼º(516),X,31.2,30.4,25.2,22,80,X, ,X,³·À½
2020-07-10,°£¼º(517),X,25.5,22,21.1,20.2,97,X, ,X,³·À½
2020-07-10,ÆòÃ¢(526),X,29.4,28.7,23.4,20,76,X, ,X,³·À½
2020-07-10,ÀÇÁ¤ºÎ(532),X,28.6,26,22.9,20.5,92,X, ,X,³·À½
2020-07-10,È¾¼º(536),X,28.9,27.3,23.6,19.9,79,X, ,X,³·À½
2020-07-10,°í¾ç(540),X,29.6,28.6,23.4,20.5,80,X, ,X,³·À½
2020-07-10,³²¾çÁÖ(541),X,28.2,27.1,23.8,21.3,74,X, ,X,³·À½
2020-07-10,¾È»ê(545),X,30,28.8,24.4,21,77,X, ,X,³·À½
2020-07-10,°æ±â±¤ÁÖ(546),X,28.1,26.6,23.3,21,78,X, ,X,³·À½
2020-07-10,¿©ÁÖ(548),X,29.2,28.1,23.7,21.7,75,X, ,X,³·À½
2020-07-10,¿ëÀÎ(549),X,28.6,27.7,24.3,21.6,67,X, ,X,³·À½
2020-07-10,¿À»ê(550),X,29.9,29.1,25.6,21.8,65,X, ,X,³·À½
2020-07-10,ÆòÅÃ(551),X,31.6,30.5,25.3,21.6,78,X, ,X,³·À½
2020-07-10,È­Ãµ(555),X,27,24.6,21.5,19.2,93,X, ,X,³·À½
2020-07-10,¾ç±¸(556),X,26.5,24.6,21.4,18.5,86,X, ,X,³·À½
2020-07-10,½ÃÈï(565),X,29.4,28.7,24.7,21.8,70,X, ,X,³·À½
2020-07-10,±¸¸®(569),X,29.5,28.5,24.3,22.1,69,X, ,X,³·À½
2020-07-10,È­¼º(571),X,30.7,29.9,25.9,22.8,68,X, ,X,³·À½
2020-07-10,¼º³²(572),X,29.5,28.9,24.9,22.4,69,X, ,X,º¸Åë
2020-07-10,°úÃµ(590),X,29.4,28.2,23.9,20.9,78,X, ,X,³·À½
2020-07-10,¾çÁÖ(598),X,27.7,25.6,22.2,19.9,85,X, ,X,³·À½
2020-07-10,´Ü¾ç(601),X,31.8,29,24.4,21.1,95,X, ,X,³·À½
2020-07-10,ÁøÃµ(602),X,29.7,28,24.1,21.9,86,X, ,X,³·À½
2020-07-10,±«»ê(603),X,30.6,29.6,24.4,21.6,81,X, ,X,³·À½
2020-07-10,¿ÁÃµ(604),X,30.6,28.9,24.2,21.2,84,X, ,X,³·À½
2020-07-10,È«ºÏ(608),X,31.4,30.4,25.2,21.6,81,X,°ü½É,X,³·À½
2020-07-10,°øÁÖ(612),X,31.2,29.9,25.5,21.9,80,X,°ü½É,X,³·À½
2020-07-10,¼­Ãµ(614),X,31.8,30.6,26.3,23.5,79,X, ,X,³·À½
2020-07-10,³í»ê(615),X,31.7,30.4,26.1,22.4,79,X, ,X,³·À½
2020-07-10,´çÁø(616),X,30.4,29.3,24.2,21.4,82,X,°ü½É,X,³·À½
2020-07-10,Ã»¾ç(618),X,31.6,30.5,25.2,21.9,82,X, ,X,³·À½
2020-07-10,À½¼º(619),X,30.5,28.8,23.6,21,86,X, ,X,³·À½
2020-07-10,ÁõÆò(623),X,30.6,28.7,24.5,22.3,84,X, ,X,³·À½
2020-07-10,ÅÂ¾È(627),X,31.2,29,24.5,21.7,84,X, ,X,³·À½
2020-07-10,¿¹»ê(628),X,32.5,31.1,26,22.7,77,X,°ü½É,X,³·À½
2020-07-10,¾Æ»ê(634),X,30.8,30.8,26.2,23.3,64,X,°ü½É,X,³·À½
2020-07-10,°è·æ(636),X,30,28.8,24.4,21.2,80,X, ,X,³·À½
2020-07-10,¿¬ÃµÃ»»ê(652),X,27,25.1,21.8,20.3,90,X, ,X,³·À½
2020-07-10,¾ç¾ç(670),X,26.7,23.1,21.5,20.7,97,X, ,X,³·À½
2020-07-10,¹«¾È(699),X,29.9,27.6,23.6,21.8,92,X,°ü½É,X,³·À½
2020-07-10,¹«ÁÖ(701),X,31.1,28.7,24.7,20.9,91,X, ,X,³·À½
2020-07-10,ÀÍ»ê(702),X,31.6,30.2,25.7,22.4,84,X, ,X,³·À½
2020-07-10,Áø¾È(703),X,30.4,29.1,24.2,20.8,81,X, ,X,³·À½
2020-07-10,´ã¾ç(706),O,33.3,30.5,25.9,21.9,90,X,°ü½É,X,³·À½
2020-07-10,±¸·Ê(709),X,31.6,,,,,X,°ü½É,X,³·À½
2020-07-10,³ªÁÖ(710),X,29.8,27.4,24.5,22.3,89,X,°ü½É,X,³·À½
2020-07-10,¼øÃµ½Ã(712),X,31.2,,,,,X,°ü½É,X,³·À½
2020-07-10,±¤¾çÀ¾(713),X,30.3,29.3,24.6,22.4,78,X,°ü½É,X,³·À½
2020-07-10,Àå¼º(730),X,31.1,29.3,25.2,22.2,83,X,°ü½É,X,³·À½
2020-07-10,¿µ¾Ï(731),X,29.7,27.3,24.2,22.4,92,X,°ü½É,X,³·À½
2020-07-10,º¸¼º(732),X,29.3,26.6,23.4,21.7,92,X,°ü½É,X,³·À½
2020-07-10,¿ÏÁÖ(734),X,32,30.4,25.2,21.7,84,X,°ü½É,X,³·À½
2020-07-10,±èÁ¦(737),X,31.8,30.3,25.1,22.3,87,X,°ü½É,X,³·À½
2020-07-10,È­¼ø(741),X,30.7,29.4,24.7,22.3,82,X,°ü½É,X,³·À½
2020-07-10,ÇÔÆò(754),X,29.9,27.6,24.4,21.9,89,X,°ü½É,X,³·À½
2020-07-10,°î¼º(768),X,31.5,30.4,25.3,21.6,81,X,°ü½É,X,³·À½
2020-07-10,¾ÐÇØµµ(789),X,29.8,26.9,23.9,22.2,93,X,°ü½É,X,³·À½
2020-07-10,¿µ¾ç(801),X,28.5,26.1,22.6,20.6,92,X, ,X,³·À½
2020-07-10,¼ºÁÖ(810),X,29.4,27.9,23.4,20.9,87,X, ,X,³·À½
2020-07-10,°í·É(812),X,30.4,27.8,23.1,20.9,96,X, ,X,³·À½
2020-07-10,Ã»µµ(813),X,28.9,26.6,23.5,21.1,90,X, ,X,³·À½
2020-07-10,¿¹Ãµ(815),X,29.6,27.8,24.1,21.2,82,X, ,X,³·À½
2020-07-10,±èÃµ(822),X,30.7,28.3,23.9,21.3,93,X, ,X,³·À½
2020-07-10,±ºÀ§(823),X,30.1,27.7,23.3,21,93,X, ,X,³·À½
2020-07-10,Ä¥°î(825),X,30.2,27.8,24,21.3,92,X, ,X,³·À½
2020-07-10,°æ»ê(827),X,29.6,27.5,23.5,20.9,86,X, ,X,³·À½
2020-07-10,»ïÃ´(876),X,26.7,23.4,21.2,20,94,X, ,X,³·À½
2020-07-10,¼ÓÃÊ(90),X,25.9,22.3,21.5,20.5,96.5,X, ,X,³·À½
2020-07-10,»ïÃµÆ÷(907),X,30.1,28,23.6,21.9,92,X, ,X,³·À½
2020-07-10,°í¼º(918),X,29.6,27,23.7,22.1,93,X, ,X,³·À½
2020-07-10,Ã¢³ç(919),X,30.3,28.2,24.2,21.6,89,X,°ü½É,X,³·À½
2020-07-10,ÇÔ¾È(920),X,30.3,27.9,23.6,21.4,93,X, ,X,³·À½
2020-07-10,ºÏÃáÃµ(93),X,26.7,24.7,23,20.7,83,X, ,X,º¸Åë
2020-07-10,ÇÏµ¿(932),X,30.6,28.7,24.1,22.1,90,X,°ü½É,X,³·À½
2020-07-10,Ã¶¿ø(95),X,27.1,24.3,21.8,20,95.5,X, ,X,³·À½
2020-07-10,µ¿µÎÃµ(98),X,26.8,24.1,22.1,20.4,87.6,X, ,X,³·À½
2020-07-10,ÆÄÁÖ(99),X,26.8,24.1,21.6,19.6,89.3,X, ,X,³·À½
2020-07-11,ºÏ°­¸ª(104),X,24.2,20.8,19,17.7,92.8,X, ,X,º¸Åë
2020-07-11,µ¿ÇØ(106),X,24.4,21.5,19.6,18,90.6,X, ,X,³·À½
2020-07-11,¼­¿ï(108),X,30.5,30.2,25.8,22.2,62.6,X, ,X,¸Å¿ì³ôÀ½
2020-07-11,ÀÎÃµ(112),X,29.6,29.5,25.8,21.3,60.9,X, ,X,¸Å¿ì³ôÀ½
2020-07-11,¿øÁÖ(114),X,28.6,29.2,24.8,21.9,60.1,X, ,X,³·À½
2020-07-11,¿ï¸ªµµ(115),X,25.8,22.1,20.1,18.5,99.1,X, ,X,³·À½
2020-07-11,¼ö¿ø(119),X,30.9,30.6,26,21,67.1,X, ,X,³·À½
2020-07-11,¿µ¿ù(121),X,30.7,30.2,24.3,20.8,70.4,X, ,X,³·À½
2020-07-11,ÃæÁÖ(127),X,30.1,29.8,24.9,20.1,70.4,X, ,X,³·À½
2020-07-11,¼­»ê(129),X,30,29.6,25.1,19.4,70.8,X, ,X,¸Å¿ì³ôÀ½
2020-07-11,¿ïÁø(130),X,27.1,25.1,21.7,19.3,86.9,X, ,X,³·À½
2020-07-11,Ã»ÁÖ(131),X,30.6,30,26.7,23.2,65.5,X, ,X,³ôÀ½
2020-07-11,´ëÀü(133),X,31,29.4,26.2,23.5,78.3,X, ,X,³ôÀ½
2020-07-11,ÃßÇ³·É(135),X,29.6,28.8,24.7,21.2,73.1,X, ,X,³·À½
2020-07-11,¾Èµ¿(136),X,30.3,29.5,25.1,22,73.9,X, ,X,³ôÀ½
2020-07-11,»óÁÖ(137),X,32.3,30.8,26.1,22.8,77.4,X, ,X,³·À½
2020-07-11,Æ÷Ç×(138),X,25.9,23.2,21.7,20.2,90.5,X, ,X,³·À½
