ÀÏ½Ã,ÁöÁ¡,Æø¿°¿©ºÎ(O/X),ÃÖ°íÃ¼°¨¿Âµµ(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),Æø¿°Æ¯º¸(O/X),Æø¿°¿µÇâ¿¹º¸(´Ü°è),¿­´ë¾ß(O/X),ÀÚ¿Ü¼±Áö¼ö(´Ü°è)
2019-09-06,¼ºÁÖ(810),X,31.1,29.2,26.1,23.2,80,X, ,X,³·À½
2019-09-06,°í·É(812),X,32.7,30.1,25.6,22.6,91,X, ,X,³·À½
2019-09-06,Ã»µµ(813),O,33.1,31.4,26.4,22.1,80,X, ,O,³·À½
2019-09-06,¿¹Ãµ(815),X,32,28.7,24.7,21.1,97,X, ,X,³·À½
2019-09-06,±èÃµ(822),X,31.2,28.4,24.8,22.8,94,X, ,X,³·À½
2019-09-06,±ºÀ§(823),X,32.4,30.1,25.3,22.1,88,X, ,X,³·À½
2019-09-06,Ä¥°î(825),X,32.6,30.4,26.7,23.2,83,X, ,O,³·À½
2019-09-06,°æ»ê(827),X,31.9,30.2,25.9,23,82,X, ,X,³·À½
2019-09-06,»ïÃ´(876),X,29.9,27.6,23.9,21.8,91,X, ,X,³·À½
2019-09-06,¼ÓÃÊ(90),X,29.1,26.6,23.4,21.2,90.8,X, ,X,³·À½
2019-09-06,»ïÃµÆ÷(907),X,32.3,30.4,26.5,22.6,83,X, ,X,³·À½
2019-09-06,°í¼º(918),X,32.3,29.9,26.8,23.1,84,X, ,O,³·À½
2019-09-06,Ã¢³ç(919),X,32.9,30.9,27.2,22.6,79,X, ,O,³·À½
2019-09-06,ÇÔ¾È(920),O,33.2,31.9,26.7,23.1,79,X, ,O,³·À½
2019-09-06,ºÏÃáÃµ(93),X,31.7,29.7,24.7,20.4,87.6,X, ,X,º¸Åë
2019-09-06,ÇÏµ¿(932),X,32.2,30.3,26.4,22.4,84,X, ,X,³·À½
2019-09-06,Ã¶¿ø(95),X,31.1,27.7,23.3,19.6,98.6,X, ,X,³·À½
2019-09-06,µ¿µÎÃµ(98),X,30.8,27.9,23.7,20.2,96.1,X, ,X,³·À½
2019-09-06,ÆÄÁÖ(99),X,29.5,26.2,23.1,20.2,96.5,X, ,X,³·À½
2019-09-07,ºÏ°­¸ª(104),X,31.6,31.2,26.2,22.2,75.3,X, ,X,º¸Åë
2019-09-07,µ¿ÇØ(106),X,30,28.8,25.4,22.5,78.4,X, ,X,³·À½
2019-09-07,¼­¿ï(108),X,30.4,29.5,25.7,22.6,72.9,X, ,X,º¸Åë
2019-09-07,ÀÎÃµ(112),X,30.5,29.5,25.2,22.5,80.3,X, ,X,º¸Åë
2019-09-07,¿øÁÖ(114),X,31.5,31.4,27.3,22.3,62.5,X, ,X,³·À½
2019-09-07,¿ï¸ªµµ(115),X,29,26.8,25.2,24.1,82.3,X, ,X,³·À½
2019-09-07,¼ö¿ø(119),X,31.8,30.4,26.4,23.4,79.8,X, ,X,³·À½
2019-09-07,¿µ¿ù(121),X,30.5,29,25.7,22,75,X, ,X,³·À½
2019-09-07,ÃæÁÖ(127),X,31.7,30.7,27,21.3,71.4,X, ,X,³·À½
2019-09-07,¼­»ê(129),X,30,28,24.6,22.3,87.3,X, ,X,º¸Åë
2019-09-07,¿ïÁø(130),X,29.8,27.3,25.5,23.7,86.5,X, ,X,³·À½
2019-09-07,Ã»ÁÖ(131),X,32.1,31.3,27.3,23.1,72.4,X, ,X,º¸Åë
2019-09-07,´ëÀü(133),X,31.6,29.9,26.2,23.9,81.4,X, ,X,º¸Åë
2019-09-07,ÃßÇ³·É(135),X,30.2,29.2,25.2,20.9,75.1,X, ,X,³·À½
2019-09-07,¾Èµ¿(136),X,31.7,30.7,26.8,23.3,74,X, ,X,º¸Åë
2019-09-07,»óÁÖ(137),X,31.7,29.7,26,23.8,81.9,X, ,X,³·À½
2019-09-07,Æ÷Ç×(138),X,31.8,30.1,27.7,25.7,78.3,X, ,X,³·À½
2019-09-07,±º»ê(140),X,30.5,28.5,25.5,22.8,80.9,X, ,X,³·À½
2019-09-07,´ë±¸(143),X,30.9,29.3,27.1,23.9,74.3,X, ,X,º¸Åë
2019-09-07,ÀüÁÖ(146),X,31.9,29,26.6,23.3,90.3,X, ,X,º¸Åë
2019-09-07,¿ï»ê(152),X,31.1,28,26.3,23.6,91.3,X, ,X,º¸Åë
2019-09-07,Ã¢¿ø(155),X,29.9,28,25.3,23.1,84.5,X, ,X,º¸Åë
2019-09-07,±¤ÁÖ(156),X,29.7,26.2,24.7,23.2,95.1,X, ,X,º¸Åë
2019-09-07,ºÎ»ê(159),X,30.1,27.3,26,24.1,88.1,X, ,X,º¸Åë
2019-09-07,Åë¿µ(162),X,30.3,28.1,26,23.6,85.8,X, ,X,³·À½
2019-09-07,¸ñÆ÷(165),X,29.3,26.7,25,23.6,86.5,X, ,X,º¸Åë
2019-09-07,¿©¼ö(168),X,29.6,27.6,25.3,23.4,90.1,X, ,X,³·À½
2019-09-07,Èæ»êµµ(169),X,28.1,26.1,22.7,20.1,93.3,X, ,X,³·À½
2019-09-07,¿Ïµµ(170),X,29.4,27,25,23.6,88.6,X, ,X,³·À½
2019-09-07,°íÃ¢(172),X,29.7,27.3,,21.9,,X, ,X,³·À½
2019-09-07,Á¦ÁÖ(184),X,31.7,30.3,27.6,24.9,80,X, ,X,º¸Åë
2019-09-07,ÁøÁÖ(192),X,30.3,27.6,25.6,23.2,85.1,X, ,X,³·À½
2019-09-07,¾çÆò(202),X,31.9,31.1,26.7,22.3,70.1,X, ,X,³·À½
2019-09-07,ÀÌÃµ(203),X,32.5,31.2,26.1,21.4,76.5,X, ,X,³·À½
2019-09-07,ÀÎÁ¦(211),X,31,30.9,25.5,21.7,73.8,X, ,X,³·À½
2019-09-07,È«Ãµ(212),X,32.3,32,26.5,22.7,73,X, ,X,³·À½
2019-09-07,ÅÂ¹é(216),X,27.3,25.4,23.1,21.5,83.5,X, ,X,³·À½
2019-09-07,Á¤¼±±º(217),X,29.9,29.5,24.7,21.8,74,X, ,X,³·À½
2019-09-07,Á¦Ãµ(221),X,30.5,29.8,25.5,21.3,72.1,X, ,X,³·À½
2019-09-07,º¸Àº(226),X,31.9,30.9,25.7,22,77.6,X, ,X,³·À½
2019-09-07,Ãµ¾È(232),X,30.2,29.3,25.2,20.7,77.3,X, ,X,³·À½
2019-09-07,º¸·É(235),X,30.8,29.4,25.6,23.4,79.3,X, ,X,³·À½
2019-09-07,ºÎ¿©(236),X,30.6,28.9,25.4,22.8,82.5,X, ,X,³·À½
2019-09-07,±Ý»ê(238),X,30.6,29.3,24.8,22.1,78.1,X, ,X,³·À½
2019-09-07,¼¼Á¾(239),X,31.3,30.5,25.8,22.4,79.3,X, ,X,º¸Åë
2019-09-07,ºÎ¾È(243),X,30.3,28.5,25.4,22.6,80.6,X, ,X,³·À½
2019-09-07,ÀÓ½Ç(244),X,28.3,25.9,23.9,20.2,84,X, ,X,³·À½
2019-09-07,Á¤À¾(245),X,29.8,28,25,22.5,79.1,X, ,X,³·À½
2019-09-07,³²¿ø(247),X,29.8,28.3,25.6,22.6,80.5,X, ,X,³·À½
2019-09-07,Àå¼ö(248),X,28.3,26.7,23.9,20,79.5,X, ,X,³·À½
2019-09-07,¿µ±¤±º(252),X,29.7,26.8,24.6,22.8,90.8,X, ,X,³·À½
2019-09-07,±èÇØ½Ã(253),X,31.6,29.2,26.3,24.1,83.8,X, ,X,³·À½
2019-09-07,¼øÃ¢±º(254),X,29.4,27,24.5,21.3,86.1,X, ,X,³·À½
2019-09-07,¾ç»ê½Ã(257),X,31.8,29.5,27.2,24.6,85.9,X, ,X,³·À½
2019-09-07,°­Áø±º(259),X,30.1,28,25,23.1,85.9,X, ,X,³·À½
2019-09-07,ÀåÈï(260),X,29.6,27.6,25.1,21.9,87.6,X, ,X,³·À½
2019-09-07,ÇØ³²(261),X,29.7,27.5,24.5,22.7,91.6,X, ,X,³·À½
2019-09-07,°íÈï(262),X,29.4,26.9,24.6,21.2,86.8,X, ,X,³·À½
2019-09-07,ÀÇ·É±º(263),X,30.5,28.4,25.8,22.4,83.6,X, ,X,³·À½
2019-09-07,ÇÔ¾ç±º(264),X,32.4,29.4,25.6,21,96,X, ,X,³·À½
2019-09-07,Áøµµ±ºASOS(268),X,29.6,27.4,25.1,22.8,83.8,X, ,X,³·À½
2019-09-07,ºÀÈ­(271),X,29.8,27.7,25.3,22.5,73.5,X, ,X,³·À½
2019-09-07,¿µÁÖ(272),X,29.7,28,24.7,22,77,X, ,X,³·À½
2019-09-07,¹®°æ(273),X,30.2,28.1,25.2,20.9,81,X, ,X,³·À½
2019-09-07,Ã»¼Û±º(276),X,31.2,28.3,25.5,21.1,89.3,X, ,X,³·À½
2019-09-07,¿µ´ö(277),X,31,28.5,26.5,24.8,80.5,X, ,X,³·À½
2019-09-07,ÀÇ¼º(278),X,31.8,30.8,28.1,22.3,67.4,X, ,X,³·À½
2019-09-07,±¸¹Ì(279),X,31.5,28.8,26.2,22.4,93.4,X, ,X,³·À½
2019-09-07,¿µÃµ(281),X,31.7,30.1,26.8,24,75.6,X, ,X,³·À½
2019-09-07,°æÁÖ½Ã(283),X,30.9,28.1,25.7,22.7,86.6,X, ,X,³·À½
2019-09-07,°ÅÃ¢(284),X,30.2,28.4,24.7,20.5,84.1,X, ,X,³·À½
2019-09-07,ÇÕÃµ(285),X,29.8,28,25,21.8,82.5,X, ,X,³·À½
2019-09-07,¹Ð¾ç(288),X,30.8,29,26.4,22.5,76.9,X, ,X,³·À½
2019-09-07,»êÃ»(289),X,29,26.6,24.6,21.3,90.4,X, ,X,³·À½
2019-09-07,°ÅÁ¦(294),X,31.6,27.9,26.1,24.5,97.3,X, ,X,³·À½
2019-09-07,³²ÇØ(295),X,30.2,27.3,25.7,22.3,84.4,X, ,X,³·À½
2019-09-07,ºÎÃµ(433),X,,29.3,25.1,22.1,,X, ,X,³·À½
2019-09-07,¾È¾ç(434),X,,29.9,26.1,22.8,,X, ,X,³·À½
2019-09-07,±¤¸í(437),X,,30.8,26.2,23.1,,X, ,X,³·À½
2019-09-07,±ºÆ÷(438),X,,30,25.8,22.3,,X, ,X,³·À½
2019-09-07,±èÆ÷(441),X,,28.5,24.2,21.1,,X, ,X,³·À½
2019-09-07,ÇÏ³²(444),X,,,26.3,,,X, ,X,³·À½
2019-09-07,ÀÇ¿Õ(445),X,,28.8,24.8,21.1,,X, ,X,³·À½
2019-09-07,Æ÷Ãµ(504),X,30.9,30.2,25.3,22.1,75,X, ,X,³·À½
2019-09-07,°¡ÆòÁ¶Á¾(505),X,,28.9,24.9,21.3,,X, ,X,³·À½
2019-09-07,¾È¼º(516),X,32.4,31.2,26.8,23.1,74,X, ,X,³·À½
2019-09-07,°£¼º(517),X,31.6,31.4,26.2,22,81,X, ,X,³·À½
2019-09-07,ÆòÃ¢(526),X,29.7,28.9,25.8,21.2,70,X, ,X,³·À½
2019-09-07,ÀÇÁ¤ºÎ(532),X,32.3,30.2,25.7,22,87,X, ,X,³·À½
2019-09-07,È¾¼º(536),X,32.8,32.1,25.9,21.4,78,X, ,X,³·À½
2019-09-07,°í¾ç(540),X,31,29.5,25.8,22.5,78,X, ,X,³·À½
2019-09-07,³²¾çÁÖ(541),X,31.5,31,26.2,22.4,72,X, ,X,³·À½
2019-09-07,¾È»ê(545),X,31.7,30.4,25.4,22.8,81,X, ,X,³·À½
2019-09-07,°æ±â±¤ÁÖ(546),X,30.3,29.4,25.6,21.5,75,X, ,X,³·À½
2019-09-07,¿©ÁÖ(548),X,31.8,,26.2,,73,X, ,X,³·À½
2019-09-07,¿ëÀÎ(549),X,30.3,29.1,25.7,22.3,71,X, ,X,³·À½
2019-09-07,¿À»ê(550),X,30.5,29.9,25.9,22.8,68,X, ,X,³·À½
2019-09-07,ÆòÅÃ(551),X,31.2,29.9,26.1,23.1,77,X, ,X,³·À½
2019-09-07,È­Ãµ(555),X,31.9,31.1,25.2,22,85,X, ,X,³·À½
2019-09-07,¾ç±¸(556),X,30.9,30.4,25.5,21.9,76,X, ,X,³·À½
2019-09-07,½ÃÈï(565),X,31.5,30.5,26.2,23.6,79,X, ,X,³·À½
2019-09-07,±¸¸®(569),X,31.8,31.3,26.3,22.6,70,X, ,X,³·À½
2019-09-07,È­¼º(571),X,31.3,30.3,25.8,23,75,X, ,X,³·À½
2019-09-07,¼º³²(572),X,31.1,30,26.3,22.2,72,X, ,X,º¸Åë
2019-09-07,°úÃµ(590),X,31.4,30.1,25.8,22.5,80,X, ,X,³·À½
2019-09-07,¾çÁÖ(598),X,31,29.8,25.1,22.3,81,X, ,X,³·À½
2019-09-07,´Ü¾ç(601),X,32.9,30.5,27.2,23.4,86,X, ,X,³·À½
2019-09-07,ÁøÃµ(602),X,30.6,30,26,22.1,68,X, ,X,³·À½
2019-09-07,±«»ê(603),X,31.5,30.8,26.8,21.9,72,X, ,X,³·À½
2019-09-07,¿ÁÃµ(604),X,32.7,32.1,25.8,21.3,78,X, ,X,³·À½
2019-09-07,È«ºÏ(608),X,29.6,27.5,23.7,21.8,93,X, ,X,³·À½
2019-09-07,°øÁÖ(612),X,31.2,30.6,26,22.8,75,X, ,X,³·À½
2019-09-07,¼­Ãµ(614),X,31.4,29.2,26.4,23.8,83,X, ,X,³·À½
2019-09-07,³í»ê(615),X,32.1,30.9,26.1,23,79,X, ,X,³·À½
2019-09-07,´çÁø(616),X,31,27.9,24,21.9,97,X, ,X,³·À½
2019-09-07,Ã»¾ç(618),X,30.3,28.2,24.2,21.2,87,X, ,X,³·À½
2019-09-07,À½¼º(619),X,31.4,30.2,25.8,21.2,76,X, ,X,³·À½
2019-09-07,ÁõÆò(623),X,32.9,31.3,26.4,21.7,80,X, ,X,³·À½
2019-09-07,ÅÂ¾È(627),X,30.6,28.3,24.5,22.1,90,X, ,X,³·À½
2019-09-07,¿¹»ê(628),X,31.5,29.6,25.8,23.1,84,X, ,X,³·À½
2019-09-07,¾Æ»ê(634),X,30.2,29.5,25.5,22.5,76,X, ,X,³·À½
2019-09-07,°è·æ(636),X,30.5,30,25.4,22.8,73,X, ,X,³·À½
2019-09-07,¿¬ÃµÃ»»ê(652),X,31.2,30.3,,22,,X, ,X,³·À½
2019-09-07,¾ç¾ç(670),O,33.4,31.6,26.8,22.6,87,X, ,O,³·À½
2019-09-07,¹«¾È(699),X,29.9,27.4,24.5,21.9,89,X, ,X,³·À½
2019-09-07,¹«ÁÖ(701),X,32.1,30.6,25.4,21.5,88,X, ,X,³·À½
2019-09-07,ÀÍ»ê(702),X,32.2,29.4,25.8,21.3,90,X, ,X,³·À½
2019-09-07,Áø¾È(703),X,30.1,28,24,20.1,90,X, ,X,³·À½
2019-09-07,´ã¾ç(706),X,30.9,27.1,24.8,21.8,98,X, ,X,³·À½
2019-09-07,±¸·Ê(709),X,30,27.3,25.1,22,90,X, ,X,³·À½
2019-09-07,³ªÁÖ(710),X,29.7,26.9,24.6,21.9,92,X, ,X,³·À½
2019-09-07,¼øÃµ½Ã(712),X,30.3,27.2,25.6,22.5,90,X, ,X,³·À½
2019-09-07,±¤¾çÀ¾(713),X,30.2,27.7,25.4,22.2,91,X, ,X,³·À½
2019-09-07,Àå¼º(730),X,29.1,26.1,24.2,21.4,90,X, ,X,³·À½
2019-09-07,¿µ¾Ï(731),X,30.1,27.7,25,22.2,89,X, ,X,³·À½
2019-09-07,º¸¼º(732),X,29.2,26.4,23.6,20.6,95,X, ,X,³·À½
2019-09-07,¿ÏÁÖ(734),X,31.2,29.4,26,21.7,77,X, ,X,³·À½
2019-09-07,±èÁ¦(737),X,30.5,28.2,25.5,22.5,83,X, ,X,³·À½
2019-09-07,È­¼ø(741),X,28.9,27.1,24.5,21.8,82,X, ,X,³·À½
2019-09-07,ÇÔÆò(754),X,29.9,27.3,24.8,22.5,90,X, ,X,³·À½
2019-09-07,°î¼º(768),X,28.7,26.5,24.2,21.3,86,X, ,X,³·À½
2019-09-07,¾ÐÇØµµ(789),X,29.9,27.1,24.9,23.1,90,X, ,X,³·À½
2019-09-07,¿µ¾ç(801),X,30.6,28.6,25.2,23.1,86,X, ,X,³·À½
2019-09-07,¼ºÁÖ(810),X,30.1,28.6,25.6,23.5,80,X, ,X,³·À½
2019-09-07,°í·É(812),X,31,28,25.1,21.9,90,X, ,X,³·À½
2019-09-07,Ã»µµ(813),X,30.1,28.9,26.5,22.1,75,X, ,X,³·À½
2019-09-07,¿¹Ãµ(815),X,32.2,29.6,26,21.8,90,X, ,X,³·À½
2019-09-07,±èÃµ(822),X,32.2,31.2,25.3,20.5,86,X, ,X,³·À½
2019-09-07,±ºÀ§(823),X,31.2,29.1,26.6,22.2,78,X, ,X,³·À½
2019-09-07,Ä¥°î(825),X,30.8,28.6,26.5,23.1,82,X, ,X,³·À½
2019-09-07,°æ»ê(827),X,31.5,30.1,26.9,24.3,73,X, ,X,³·À½
2019-09-07,»ïÃ´(876),X,31.1,29.5,25.9,23.3,78,X, ,O,³·À½
2019-09-07,¼ÓÃÊ(90),X,32.1,32.3,26.7,22.3,75.8,X, ,O,³·À½
2019-09-07,»ïÃµÆ÷(907),X,29.7,27.5,25.6,22.6,85,X, ,X,³·À½
2019-09-07,°í¼º(918),X,30.4,27.7,25.6,22.5,88,X, ,X,³·À½
2019-09-07,Ã¢³ç(919),X,30.8,29,26.3,23,83,X, ,X,³·À½
2019-09-07,ÇÔ¾È(920),X,30.4,29,25.8,22.1,80,X, ,X,³·À½
2019-09-07,ºÏÃáÃµ(93),X,32.4,31.6,27.2,22.1,72.4,X, ,X,º¸Åë
2019-09-07,ÇÏµ¿(932),X,30.1,27.4,25.6,22,86,X, ,X,³·À½
2019-09-07,Ã¶¿ø(95),X,31.5,30.3,24.8,21.5,89,X, ,X,³·À½
2019-09-07,µ¿µÎÃµ(98),X,31.5,29.9,25.1,21.6,85.5,X, ,X,³·À½
2019-09-07,ÆÄÁÖ(99),X,30.8,29.1,24.3,21.8,89.4,X, ,X,³·À½
2019-09-08,ºÏ°­¸ª(104),X,29.6,28.7,25.5,22.6,66.9,X, ,X,³ôÀ½
2019-09-08,µ¿ÇØ(106),X,30.1,29.1,24.9,22.8,69.3,X, ,X,³·À½
2019-09-08,¼­¿ï(108),X,28.8,27.3,24.7,22.9,76.9,X, ,X,³ôÀ½
2019-09-08,ÀÎÃµ(112),X,28.2,26,24.2,23.1,85.8,X, ,X,³ôÀ½
2019-09-08,¿øÁÖ(114),X,28.6,27.6,24.8,22.6,73.1,X, ,X,³·À½
2019-09-08,¿ï¸ªµµ(115),X,29.4,28.2,24.9,23.4,73,X, ,X,³·À½
2019-09-08,¼ö¿ø(119),X,30,27.7,24.5,22.6,89.9,X, ,X,³·À½
2019-09-08,¿µ¿ù(121),X,29,27.6,24.3,21.4,78.5,X, ,X,³·À½
2019-09-08,ÃæÁÖ(127),X,29.9,28.5,24.4,20.7,84.8,X, ,X,³·À½
2019-09-08,¼­»ê(129),X,29,26.8,24.1,22.5,90.1,X, ,X,º¸Åë
2019-09-08,¿ïÁø(130),X,31.8,30.7,25.9,23.1,74.8,X, ,X,³·À½
2019-09-08,Ã»ÁÖ(131),X,30.4,28.9,25.5,23.1,79.8,X, ,X,º¸Åë
2019-09-08,´ëÀü(133),X,30.8,29.1,25.3,23.3,87.5,X, ,X,º¸Åë
2019-09-08,ÃßÇ³·É(135),X,29.4,28.2,23.7,19.1,80.4,X, ,X,³·À½
2019-09-08,¾Èµ¿(136),X,30.3,29.1,24.8,20.6,81.3,X, ,X,³ôÀ½
2019-09-08,»óÁÖ(137),X,31.1,29.4,25.1,20.7,85.6,X, ,X,³·À½
2019-09-08,Æ÷Ç×(138),X,31.9,30.4,27.2,24.6,76.3,X, ,O,³·À½
2019-09-08,±º»ê(140),X,30.1,27.6,24,22.3,92.4,X, ,X,³·À½
2019-09-08,´ë±¸(143),X,30.8,30.3,26,22.4,76.5,X, ,X,³ôÀ½
2019-09-08,ÀüÁÖ(146),X,31.5,29.3,25.1,22.5,94.8,X, ,X,º¸Åë
2019-09-08,¿ï»ê(152),X,31.5,29.7,25.3,22.4,88.5,X, ,X,º¸Åë
2019-09-08,Ã¢¿ø(155),X,31.1,30,25.3,22.2,83,X, ,X,º¸Åë
2019-09-08,±¤ÁÖ(156),X,30.2,27.2,24.7,22.5,94.4,X, ,X,³ôÀ½
2019-09-08,ºÎ»ê(159),X,31.4,29.1,25.3,23.5,91.8,X, ,X,º¸Åë
2019-09-08,Åë¿µ(162),X,31,29.1,25.1,22.7,88.9,X, ,X,³·À½
2019-09-08,¸ñÆ÷(165),X,28.9,25.9,24.4,23.2,92.5,X, ,X,º¸Åë
2019-09-08,¿©¼ö(168),X,29.4,26.9,24.1,22.7,95.8,X, ,X,³·À½
2019-09-08,Èæ»êµµ(169),X,26.9,23.4,21.5,19.8,99,X, ,X,³·À½
2019-09-08,¿Ïµµ(170),X,29.1,26.1,23.9,22.5,94,X, ,X,³·À½
2019-09-08,°íÃ¢(172),X,30.3,28.1,24.2,22.2,93.3,X, ,X,³·À½
2019-09-08,Á¦ÁÖ(184),X,29.3,26.3,24.5,23.4,94.5,X, ,X,º¸Åë
2019-09-08,ÁøÁÖ(192),X,30.8,29.1,25.1,21.5,85.8,X, ,X,³·À½
2019-09-08,¾çÆò(202),X,29.4,27.8,24.2,21.9,86.4,X, ,X,³·À½
2019-09-08,ÀÌÃµ(203),X,29.8,28.2,24.1,21.4,87,X, ,X,³·À½
2019-09-08,ÀÎÁ¦(211),X,27.8,26.3,23.4,21.2,79.8,X, ,X,³·À½
2019-09-08,È«Ãµ(212),X,30.9,29.4,24.5,21.8,83,X, ,X,³·À½
2019-09-08,ÅÂ¹é(216),X,27.3,25.8,22.7,20.4,76.5,X, ,X,³·À½
2019-09-08,Á¤¼±±º(217),X,27.6,26.5,23.2,21,77.3,X, ,X,³·À½
2019-09-08,Á¦Ãµ(221),X,29.5,28.2,23.8,20.9,81.3,X, ,X,³·À½
2019-09-08,º¸Àº(226),X,31.2,30,24.4,20.4,85.4,X, ,X,³·À½
2019-09-08,Ãµ¾È(232),X,29.1,27.4,23.1,19.9,89.4,X, ,X,³·À½
2019-09-08,º¸·É(235),X,28.8,26,24.2,23.1,92,X, ,X,³·À½
2019-09-08,ºÎ¿©(236),X,30.4,28.7,24.1,21.4,91.4,X, ,X,³·À½
2019-09-08,±Ý»ê(238),X,30.1,29,24,20.4,83.3,X, ,X,³·À½
2019-09-08,¼¼Á¾(239),X,30.2,28.3,24.3,22,88.9,X, ,X,º¸Åë
2019-09-08,ºÎ¾È(243),X,30.5,28.9,24.6,22.2,88.9,X, ,X,³·À½
2019-09-08,ÀÓ½Ç(244),X,29.5,28.5,23.6,19.8,86.6,X, ,X,³·À½
2019-09-08,Á¤À¾(245),X,29.5,27.5,24,21.6,87.9,X, ,X,³·À½
2019-09-08,³²¿ø(247),X,29.8,28.1,24.2,20.9,89.9,X, ,X,³·À½
2019-09-08,Àå¼ö(248),X,29.2,28.1,23,18.7,83.3,X, ,X,³·À½
2019-09-08,¿µ±¤±º(252),X,30,27.6,24,22.5,94.8,X, ,X,³·À½
2019-09-08,±èÇØ½Ã(253),O,33.3,32,25.8,22.9,86.5,X, ,X,³·À½
2019-09-08,¼øÃ¢±º(254),X,29.4,28,23.8,21.2,90.8,X, ,X,³·À½
2019-09-08,¾ç»ê½Ã(257),X,32.9,31.5,26.1,22.4,88.1,X, ,X,³·À½
2019-09-08,°­Áø±º(259),X,29.6,27.5,24.3,22.2,88.5,X, ,X,³·À½
2019-09-08,ÀåÈï(260),X,29.7,27.2,24.3,21.6,92.1,X, ,X,³·À½
2019-09-08,ÇØ³²(261),X,29.5,27,23.7,21.6,93,X, ,X,³·À½
2019-09-08,°íÈï(262),X,29.4,26.9,23.4,20.3,94,X, ,X,³·À½
2019-09-08,ÀÇ·É±º(263),X,31.4,30,25.1,21.2,85.4,X, ,X,³·À½
2019-09-08,ÇÔ¾ç±º(264),X,31.5,27.7,23.8,20.6,97.3,X, ,X,³·À½
2019-09-08,Áøµµ±ºASOS(268),X,29,26.5,23.6,22.1,91.8,X, ,X,³·À½
2019-09-08,ºÀÈ­(271),X,28.9,27.6,23.3,19.6,82.4,X, ,X,³·À½
2019-09-08,¿µÁÖ(272),X,29.5,28.1,23.6,19.5,77.6,X, ,X,³·À½
2019-09-08,¹®°æ(273),X,30.9,29.3,24.6,20,85.4,X, ,X,³·À½
2019-09-08,Ã»¼Û±º(276),X,30.7,28.5,23.9,19.3,90.6,X, ,X,³·À½
2019-09-08,¿µ´ö(277),X,31.2,30.1,25.9,22.7,75.1,X, ,X,³·À½
2019-09-08,ÀÇ¼º(278),X,31.7,31.6,25.1,20.1,81.9,X, ,X,³·À½
2019-09-08,±¸¹Ì(279),X,31.7,29.4,24.7,20.5,94.4,X, ,X,³·À½
2019-09-08,¿µÃµ(281),X,32.1,31.7,25.6,21.4,78.5,X, ,X,³·À½
2019-09-08,°æÁÖ½Ã(283),X,32.1,30.4,25.5,20.9,87,X, ,X,³·À½
2019-09-08,°ÅÃ¢(284),X,29.7,28.1,23.3,19,88.9,X, ,X,³·À½
2019-09-08,ÇÕÃµ(285),X,30.5,29.4,24.3,20.6,82.3,X, ,X,³·À½
2019-09-08,¹Ð¾ç(288),X,30.9,30.5,25.3,21.4,85,X, ,X,³·À½
2019-09-08,»êÃ»(289),X,31.3,29.6,24.2,20.5,89.5,X, ,X,³·À½
2019-09-08,°ÅÁ¦(294),X,32.8,30,25.7,22.9,94.1,X, ,X,³·À½
2019-09-08,³²ÇØ(295),X,31.1,29.2,24.5,21.3,89.6,X, ,X,³·À½
2019-09-08,ºÎÃµ(433),X,,26.8,24.3,22.4,,X, ,X,³·À½
2019-09-08,¾È¾ç(434),X,,27,24.5,22.8,,X, ,X,³·À½
2019-09-08,±¤¸í(437),X,,27.7,25.1,23,,X, ,X,³·À½
2019-09-08,±ºÆ÷(438),X,,27.3,24.5,22.6,,X, ,X,³·À½
2019-09-08,±èÆ÷(441),X,,27.2,23.3,21.3,,X, ,X,³·À½
2019-09-08,ÇÏ³²(444),X,,,,,,X, ,X,³·À½
2019-09-08,ÀÇ¿Õ(445),X,,26.1,22.8,21.2,,X, ,X,³·À½
2019-09-08,Æ÷Ãµ(504),X,29,28.3,24,21.6,79,X, ,X,³·À½
2019-09-08,°¡ÆòÁ¶Á¾(505),X,,27.3,23.6,20.9,,X, ,X,³·À½
2019-09-08,¾È¼º(516),X,30.4,28.9,24.4,21.8,87,X,°ü½É,X,³·À½
2019-09-08,°£¼º(517),X,30.6,29.3,25.9,23.1,73,X, ,X,³·À½
2019-09-08,ÆòÃ¢(526),X,28,26.4,23.1,21,83,X, ,X,³·À½
2019-09-08,ÀÇÁ¤ºÎ(532),X,30.5,27.9,23.8,21.6,94,X, ,X,³·À½
2019-09-08,È¾¼º(536),X,29,26.7,23.2,21.1,92,X, ,X,³·À½
2019-09-08,°í¾ç(540),X,30.5,28.7,24.3,21.7,86,X, ,X,³·À½
2019-09-08,³²¾çÁÖ(541),X,29.3,27.6,24.3,22.2,82,X, ,X,³·À½
2019-09-08,¾È»ê(545),X,29.7,27.6,23.7,21.4,92,X, ,X,³·À½
2019-09-08,°æ±â±¤ÁÖ(546),X,29.1,27.4,23.8,21.9,87,X, ,X,³·À½
2019-09-08,¿©ÁÖ(548),X,30,27.9,23.6,21.1,89,X, ,X,³·À½
2019-09-08,¿ëÀÎ(549),X,28.5,27.1,23.7,21.8,82,X, ,X,³·À½
2019-09-08,¿À»ê(550),X,28.9,,,,77,X, ,X,³·À½
